year,comunidad,provincia,Carburante,cantidad,Textbox4,Textbox6,Textbox10
2021,"Murcia, Región de",Murcia,Gasolina 95 E5 Premium,39,39,Total 2021,717
2021,"Murcia, Región de",Murcia,Gasolina 95,,,Total 2021,
2021,"Murcia, Región de",Murcia,Gasolina 95 (G.protección),,,Total 2021,
2021,"Murcia, Región de",Murcia,Gasolina 98 E5,251,251,Total 2021,6.022
2021,"Murcia, Región de",Murcia,Gasolina 98 E10,,,Total 2021,5
2021,"Murcia, Región de",Murcia,Gasolina 98,,,Total 2021,
2021,"Murcia, Región de",Murcia,Gasóleo A habitual,432,432,Total 2021,11.092
2021,"Murcia, Región de",Murcia,Gasóleo Premium,313,313,Total 2021,7.443
2021,"Murcia, Región de",Murcia,Nuevo gasóleo A,,,Total 2021,
2021,"Murcia, Región de",Murcia,Gasóleo B,132,132,Total 2021,2.974
2021,"Murcia, Región de",Murcia,Gasóleo C,2,2,Total 2021,25
2021,"Murcia, Región de",Murcia,Biodiésel,,,Total 2021,38
2021,"Murcia, Región de",Murcia,Bioetanol,,,Total 2021,5
2021,"Murcia, Región de",Murcia,Gases licuados del petróleo,34,34,Total 2021,787
2021,"Murcia, Región de",Murcia,Gas natural comprimido,5,5,Total 2021,103
2021,"Murcia, Región de",Murcia,Gas natural licuado,4,4,Total 2021,67
2021,"Navarra, Comunidad Foral de",Navarra,Gasolina 95 E5,205,205,Total 2021,10.420
2021,"Navarra, Comunidad Foral de",Navarra,Gasolina 95 E10,1,1,Total 2021,16
2021,"Navarra, Comunidad Foral de",Navarra,Gasolina 95 E5 Premium,14,14,Total 2021,717
2021,"Navarra, Comunidad Foral de",Navarra,Gasolina 95,,,Total 2021,
2021,"Navarra, Comunidad Foral de",Navarra,Gasolina 95 (G.protección),,,Total 2021,
2021,"Navarra, Comunidad Foral de",Navarra,Gasolina 98 E5,64,64,Total 2021,6.022
2021,"Navarra, Comunidad Foral de",Navarra,Gasolina 98 E10,,,Total 2021,5
2021,"Navarra, Comunidad Foral de",Navarra,Gasolina 98,,,Total 2021,
2021,"Navarra, Comunidad Foral de",Navarra,Gasóleo A habitual,231,231,Total 2021,11.092
2021,"Navarra, Comunidad Foral de",Navarra,Gasóleo Premium,109,109,Total 2021,7.443
2021,"Navarra, Comunidad Foral de",Navarra,Nuevo gasóleo A,,,Total 2021,
2021,"Navarra, Comunidad Foral de",Navarra,Gasóleo B,115,115,Total 2021,2.974
2021,"Navarra, Comunidad Foral de",Navarra,Gasóleo C,1,1,Total 2021,25
2021,"Navarra, Comunidad Foral de",Navarra,Biodiésel,,,Total 2021,38
2021,"Navarra, Comunidad Foral de",Navarra,Bioetanol,,,Total 2021,5
2021,"Navarra, Comunidad Foral de",Navarra,Gases licuados del petróleo,20,20,Total 2021,787
2021,"Navarra, Comunidad Foral de",Navarra,Gas natural comprimido,1,1,Total 2021,103
2021,"Navarra, Comunidad Foral de",Navarra,Gas natural licuado,,,Total 2021,67
2021,País Vasco,Álava,Gasolina 95 E5,63,290,Total 2021,10.420
2021,País Vasco,Álava,Gasolina 95 E10,,,Total 2021,16
2021,País Vasco,Álava,Gasolina 95 E5 Premium,1,16,Total 2021,717
2021,País Vasco,Álava,Gasolina 95,,,Total 2021,
2021,País Vasco,Álava,Gasolina 95 (G.protección),,,Total 2021,
2021,País Vasco,Álava,Gasolina 98 E5,42,206,Total 2021,6.022
2021,País Vasco,Álava,Gasolina 98 E10,,,Total 2021,5
2021,País Vasco,Álava,Gasolina 98,,,Total 2021,
2021,País Vasco,Álava,Gasóleo A habitual,71,314,Total 2021,11.092
2021,País Vasco,Álava,Gasóleo Premium,47,237,Total 2021,7.443
2021,País Vasco,Álava,Nuevo gasóleo A,,,Total 2021,
2021,País Vasco,Álava,Gasóleo B,18,59,Total 2021,2.974
2021,País Vasco,Álava,Gasóleo C,1,4,Total 2021,25
2021,País Vasco,Álava,Biodiésel,3,5,Total 2021,38
2021,País Vasco,Álava,Bioetanol,,2,Total 2021,5
2021,País Vasco,Álava,Gases licuados del petróleo,7,35,Total 2021,787
2021,País Vasco,Álava,Gas natural comprimido,1,7,Total 2021,103
2021,País Vasco,Álava,Gas natural licuado,1,5,Total 2021,67
2021,País Vasco,Guipúzcoa,Gasolina 95 E5,110,290,Total 2021,10.420
2021,País Vasco,Guipúzcoa,Gasolina 95 E10,,,Total 2021,16
2021,País Vasco,Guipúzcoa,Gasolina 95 E5 Premium,6,16,Total 2021,717
2021,País Vasco,Guipúzcoa,Gasolina 95,,,Total 2021,
2021,País Vasco,Guipúzcoa,Gasolina 95 (G.protección),,,Total 2021,
2021,País Vasco,Guipúzcoa,Gasolina 98 E5,83,206,Total 2021,6.022
2021,País Vasco,Guipúzcoa,Gasolina 98 E10,,,Total 2021,5
2021,País Vasco,Guipúzcoa,Gasolina 98,,,Total 2021,
2021,País Vasco,Guipúzcoa,Gasóleo A habitual,124,314,Total 2021,11.092
2021,País Vasco,Guipúzcoa,Gasóleo Premium,94,237,Total 2021,7.443
2021,País Vasco,Guipúzcoa,Nuevo gasóleo A,,,Total 2021,
2021,País Vasco,Guipúzcoa,Gasóleo B,27,59,Total 2021,2.974
2021,País Vasco,Guipúzcoa,Gasóleo C,2,4,Total 2021,25
2021,País Vasco,Guipúzcoa,Biodiésel,1,5,Total 2021,38
2021,País Vasco,Guipúzcoa,Bioetanol,1,2,Total 2021,5
2021,País Vasco,Guipúzcoa,Gases licuados del petróleo,17,35,Total 2021,787
2021,País Vasco,Guipúzcoa,Gas natural comprimido,4,7,Total 2021,103
2021,País Vasco,Guipúzcoa,Gas natural licuado,3,5,Total 2021,67
2021,País Vasco,Vizcaya,Gasolina 95 E5,117,290,Total 2021,10.420
2021,País Vasco,Vizcaya,Gasolina 95 E10,,,Total 2021,16
2021,País Vasco,Vizcaya,Gasolina 95 E5 Premium,9,16,Total 2021,717
2021,País Vasco,Vizcaya,Gasolina 95,,,Total 2021,
2021,País Vasco,Vizcaya,Gasolina 95 (G.protección),,,Total 2021,
2021,País Vasco,Vizcaya,Gasolina 98 E5,81,206,Total 2021,6.022
2021,País Vasco,Vizcaya,Gasolina 98 E10,,,Total 2021,5
2021,País Vasco,Vizcaya,Gasolina 98,,,Total 2021,
2021,País Vasco,Vizcaya,Gasóleo A habitual,119,314,Total 2021,11.092
2021,País Vasco,Vizcaya,Gasóleo Premium,96,237,Total 2021,7.443
2021,País Vasco,Vizcaya,Nuevo gasóleo A,,,Total 2021,
2021,País Vasco,Vizcaya,Gasóleo B,14,59,Total 2021,2.974
2021,País Vasco,Vizcaya,Gasóleo C,1,4,Total 2021,25
2021,País Vasco,Vizcaya,Biodiésel,1,5,Total 2021,38
2021,País Vasco,Vizcaya,Bioetanol,1,2,Total 2021,5
2021,País Vasco,Vizcaya,Gases licuados del petróleo,11,35,Total 2021,787
2021,País Vasco,Vizcaya,Gas natural comprimido,2,7,Total 2021,103
2021,País Vasco,Vizcaya,Gas natural licuado,1,5,Total 2021,67
2021,"Rioja, La","Rioja, La",Gasolina 95 E5,75,75,Total 2021,10.420
2021,"Rioja, La","Rioja, La",Gasolina 95 E10,,,Total 2021,16
2021,"Rioja, La","Rioja, La",Gasolina 95 E5 Premium,1,1,Total 2021,717
2021,"Rioja, La","Rioja, La",Gasolina 95,,,Total 2021,
2021,"Rioja, La","Rioja, La",Gasolina 95 (G.protección),,,Total 2021,
2021,"Rioja, La","Rioja, La",Gasolina 98 E5,39,39,Total 2021,6.022
2021,"Rioja, La","Rioja, La",Gasolina 98 E10,,,Total 2021,5
2021,"Rioja, La","Rioja, La",Gasolina 98,,,Total 2021,
2021,"Rioja, La","Rioja, La",Gasóleo A habitual,83,83,Total 2021,11.092
2021,"Rioja, La","Rioja, La",Gasóleo Premium,55,55,Total 2021,7.443
2021,"Rioja, La","Rioja, La",Nuevo gasóleo A,,,Total 2021,
2021,"Rioja, La","Rioja, La",Gasóleo B,32,32,Total 2021,2.974
2021,"Rioja, La","Rioja, La",Gasóleo C,,,Total 2021,25
2021,"Rioja, La","Rioja, La",Biodiésel,,,Total 2021,38
2021,"Rioja, La","Rioja, La",Bioetanol,,,Total 2021,5
2021,"Rioja, La","Rioja, La",Gases licuados del petróleo,3,3,Total 2021,787
2021,"Rioja, La","Rioja, La",Gas natural comprimido,,,Total 2021,103
2021,"Rioja, La","Rioja, La",Gas natural licuado,,,Total 2021,67
2022,Andalucía,Almería,Gasolina 95 E5,207,2.091,Total 2022,10.717
2022,Andalucía,Almería,Gasolina 95 E10,,4,Total 2022,23
2022,Andalucía,Almería,Gasolina 95 E5 Premium,15,183,Total 2022,810
2022,Andalucía,Almería,Gasolina 95,,,Total 2022,
2022,Andalucía,Almería,Gasolina 95 (G.protección),,,Total 2022,
2022,Andalucía,Almería,Gasolina 98 E5,100,935,Total 2022,5.960
2022,Andalucía,Almería,Gasolina 98 E10,,2,Total 2022,9
2022,Andalucía,Almería,Gasolina 98,,,Total 2022,
2022,Andalucía,Almería,Gasóleo A habitual,224,2.277,Total 2022,11.523
2022,Andalucía,Almería,Gasóleo Premium,133,1.349,Total 2022,7.546
2022,Andalucía,Almería,Nuevo gasóleo A,,,Total 2022,
2022,Andalucía,Almería,Gasóleo B,71,745,Total 2022,3.028
2022,Andalucía,Almería,Gasóleo C,,,Total 2022,23
2022,Andalucía,Almería,Biodiésel,,8,Total 2022,37
2022,Andalucía,Almería,Bioetanol,,,Total 2022,5
2022,Andalucía,Almería,Gases licuados del petróleo,17,137,Total 2022,856
2022,Andalucía,Almería,Gas natural comprimido,,8,Total 2022,127
2022,Andalucía,Almería,Gas natural licuado,,8,Total 2022,86
2022,Andalucía,Cádiz,Gasolina 95 E5,274,2.091,Total 2022,10.717
2022,Andalucía,Cádiz,Gasolina 95 E10,,4,Total 2022,23
2022,Andalucía,Cádiz,Gasolina 95 E5 Premium,39,183,Total 2022,810
2022,Andalucía,Cádiz,Gasolina 95,,,Total 2022,
2022,Andalucía,Cádiz,Gasolina 95 (G.protección),,,Total 2022,
2022,Andalucía,Cádiz,Gasolina 98 E5,127,935,Total 2022,5.960
2022,Andalucía,Cádiz,Gasolina 98 E10,,2,Total 2022,9
2022,Andalucía,Cádiz,Gasolina 98,,,Total 2022,
2022,Andalucía,Cádiz,Gasóleo A habitual,290,2.277,Total 2022,11.523
2022,Andalucía,Cádiz,Gasóleo Premium,182,1.349,Total 2022,7.546
2022,Andalucía,Cádiz,Nuevo gasóleo A,,,Total 2022,
2022,Andalucía,Cádiz,Gasóleo B,48,745,Total 2022,3.028
2022,Andalucía,Cádiz,Gasóleo C,,,Total 2022,23
2022,Andalucía,Cádiz,Biodiésel,2,8,Total 2022,37
2022,Andalucía,Cádiz,Bioetanol,,,Total 2022,5
2022,Andalucía,Cádiz,Gases licuados del petróleo,21,137,Total 2022,856
2022,Andalucía,Cádiz,Gas natural comprimido,1,8,Total 2022,127
2022,Andalucía,Cádiz,Gas natural licuado,1,8,Total 2022,86
2022,Andalucía,Córdoba,Gasolina 95 E5,213,2.091,Total 2022,10.717
2022,Andalucía,Córdoba,Gasolina 95 E10,2,4,Total 2022,23
2022,Andalucía,Córdoba,Gasolina 95 E5 Premium,28,183,Total 2022,810
2022,Andalucía,Córdoba,Gasolina 95,,,Total 2022,
2022,Andalucía,Córdoba,Gasolina 95 (G.protección),,,Total 2022,
2022,Andalucía,Córdoba,Gasolina 98 E5,70,935,Total 2022,5.960
2022,Andalucía,Córdoba,Gasolina 98 E10,,2,Total 2022,9
2022,Andalucía,Córdoba,Gasolina 98,,,Total 2022,
2022,Andalucía,Córdoba,Gasóleo A habitual,256,2.277,Total 2022,11.523
2022,Andalucía,Córdoba,Gasóleo Premium,132,1.349,Total 2022,7.546
2022,Andalucía,Córdoba,Nuevo gasóleo A,,,Total 2022,
2022,Andalucía,Córdoba,Gasóleo B,126,745,Total 2022,3.028
2022,Andalucía,Córdoba,Gasóleo C,,,Total 2022,23
2022,Andalucía,Córdoba,Biodiésel,,8,Total 2022,37
2022,Andalucía,Córdoba,Bioetanol,,,Total 2022,5
2022,Andalucía,Córdoba,Gases licuados del petróleo,11,137,Total 2022,856
2022,Andalucía,Córdoba,Gas natural comprimido,,8,Total 2022,127
2022,Andalucía,Córdoba,Gas natural licuado,,8,Total 2022,86
2022,Andalucía,Granada,Gasolina 95 E5,278,2.091,Total 2022,10.717
2022,Andalucía,Granada,Gasolina 95 E10,,4,Total 2022,23
2022,Andalucía,Granada,Gasolina 95 E5 Premium,17,183,Total 2022,810
2022,Andalucía,Granada,Gasolina 95,,,Total 2022,
2022,Andalucía,Granada,Gasolina 95 (G.protección),,,Total 2022,
2022,Andalucía,Granada,Gasolina 98 E5,158,935,Total 2022,5.960
2022,Andalucía,Granada,Gasolina 98 E10,,2,Total 2022,9
2022,Andalucía,Granada,Gasolina 98,,,Total 2022,
2022,Andalucía,Granada,Gasóleo A habitual,297,2.277,Total 2022,11.523
2022,Andalucía,Granada,Gasóleo Premium,183,1.349,Total 2022,7.546
2022,Andalucía,Granada,Nuevo gasóleo A,,,Total 2022,
2022,Andalucía,Granada,Gasóleo B,79,745,Total 2022,3.028
2022,Andalucía,Granada,Gasóleo C,,,Total 2022,23
2022,Andalucía,Granada,Biodiésel,1,8,Total 2022,37
2022,Andalucía,Granada,Bioetanol,,,Total 2022,5
2022,Andalucía,Granada,Gases licuados del petróleo,16,137,Total 2022,856
2022,Andalucía,Granada,Gas natural comprimido,1,8,Total 2022,127
2022,Andalucía,Granada,Gas natural licuado,,8,Total 2022,86
2022,Andalucía,Huelva,Gasolina 95 E5,135,2.091,Total 2022,10.717
2022,Andalucía,Huelva,Gasolina 95 E10,1,4,Total 2022,23
2022,Andalucía,Huelva,Gasolina 95 E5 Premium,9,183,Total 2022,810
2022,Andalucía,Huelva,Gasolina 95,,,Total 2022,
2022,Andalucía,Huelva,Gasolina 95 (G.protección),,,Total 2022,
2022,Andalucía,Huelva,Gasolina 98 E5,58,935,Total 2022,5.960
2022,Andalucía,Huelva,Gasolina 98 E10,1,2,Total 2022,9
2022,Andalucía,Huelva,Gasolina 98,,,Total 2022,
2022,Andalucía,Huelva,Gasóleo A habitual,153,2.277,Total 2022,11.523
2022,Andalucía,Huelva,Gasóleo Premium,83,1.349,Total 2022,7.546
2022,Andalucía,Huelva,Nuevo gasóleo A,,,Total 2022,
2022,Andalucía,Huelva,Gasóleo B,59,745,Total 2022,3.028
2022,Andalucía,Huelva,Gasóleo C,,,Total 2022,23
2022,Andalucía,Huelva,Biodiésel,2,8,Total 2022,37
2022,Andalucía,Huelva,Bioetanol,,,Total 2022,5
2022,Andalucía,Huelva,Gases licuados del petróleo,4,137,Total 2022,856
2022,Andalucía,Huelva,Gas natural comprimido,,8,Total 2022,127
2022,Andalucía,Huelva,Gas natural licuado,1,8,Total 2022,86
2022,Andalucía,Jaén,Gasolina 95 E5,243,2.091,Total 2022,10.717
2022,Andalucía,Jaén,Gasolina 95 E10,1,4,Total 2022,23
2022,Andalucía,Jaén,Gasolina 95 E5 Premium,14,183,Total 2022,810
2022,Andalucía,Jaén,Gasolina 95,,,Total 2022,
2022,Andalucía,Jaén,Gasolina 95 (G.protección),,,Total 2022,
2022,Andalucía,Jaén,Gasolina 98 E5,85,935,Total 2022,5.960
2022,Andalucía,Jaén,Gasolina 98 E10,,2,Total 2022,9
2022,Andalucía,Jaén,Gasolina 98,,,Total 2022,
2022,Andalucía,Jaén,Gasóleo A habitual,265,2.277,Total 2022,11.523
2022,Andalucía,Jaén,Gasóleo Premium,136,1.349,Total 2022,7.546
2022,Andalucía,Jaén,Nuevo gasóleo A,,,Total 2022,
2022,Andalucía,Jaén,Gasóleo B,176,745,Total 2022,3.028
2022,Andalucía,Jaén,Gasóleo C,,,Total 2022,23
2022,Andalucía,Jaén,Biodiésel,1,8,Total 2022,37
2022,Andalucía,Jaén,Bioetanol,,,Total 2022,5
2022,Andalucía,Jaén,Gases licuados del petróleo,13,137,Total 2022,856
2022,Andalucía,Jaén,Gas natural comprimido,2,8,Total 2022,127
2022,Andalucía,Jaén,Gas natural licuado,3,8,Total 2022,86
2022,Andalucía,Málaga,Gasolina 95 E5,316,2.091,Total 2022,10.717
2022,Andalucía,Málaga,Gasolina 95 E10,,4,Total 2022,23
2022,Andalucía,Málaga,Gasolina 95 E5 Premium,33,183,Total 2022,810
2022,Andalucía,Málaga,Gasolina 95,,,Total 2022,
2022,Andalucía,Málaga,Gasolina 95 (G.protección),,,Total 2022,
2022,Andalucía,Málaga,Gasolina 98 E5,174,935,Total 2022,5.960
2022,Andalucía,Málaga,Gasolina 98 E10,1,2,Total 2022,9
2022,Andalucía,Málaga,Gasolina 98,,,Total 2022,
2022,Andalucía,Málaga,Gasóleo A habitual,327,2.277,Total 2022,11.523
2022,Andalucía,Málaga,Gasóleo Premium,233,1.349,Total 2022,7.546
2022,Andalucía,Málaga,Nuevo gasóleo A,,,Total 2022,
2022,Andalucía,Málaga,Gasóleo B,63,745,Total 2022,3.028
2022,Andalucía,Málaga,Gasóleo C,,,Total 2022,23
2022,Andalucía,Málaga,Biodiésel,,8,Total 2022,37
2022,Andalucía,Málaga,Bioetanol,,,Total 2022,5
2022,Andalucía,Málaga,Gases licuados del petróleo,23,137,Total 2022,856
2022,Andalucía,Málaga,Gas natural comprimido,1,8,Total 2022,127
2022,Andalucía,Málaga,Gas natural licuado,1,8,Total 2022,86
2022,Andalucía,Sevilla,Gasolina 95 E5,425,2.091,Total 2022,10.717
2022,Andalucía,Sevilla,Gasolina 95 E10,,4,Total 2022,23
2022,Andalucía,Sevilla,Gasolina 95 E5 Premium,28,183,Total 2022,810
2022,Andalucía,Sevilla,Gasolina 95,,,Total 2022,
2022,Andalucía,Sevilla,Gasolina 95 (G.protección),,,Total 2022,
2022,Andalucía,Sevilla,Gasolina 98 E5,163,935,Total 2022,5.960
2022,Andalucía,Sevilla,Gasolina 98 E10,,2,Total 2022,9
2022,Andalucía,Sevilla,Gasolina 98,,,Total 2022,
2022,Andalucía,Sevilla,Gasóleo A habitual,465,2.277,Total 2022,11.523
2022,Andalucía,Sevilla,Gasóleo Premium,267,1.349,Total 2022,7.546
2022,Andalucía,Sevilla,Nuevo gasóleo A,,,Total 2022,
2022,Andalucía,Sevilla,Gasóleo B,123,745,Total 2022,3.028
2022,Andalucía,Sevilla,Gasóleo C,,,Total 2022,23
2022,Andalucía,Sevilla,Biodiésel,2,8,Total 2022,37
2022,Andalucía,Sevilla,Bioetanol,,,Total 2022,5
2022,Andalucía,Sevilla,Gases licuados del petróleo,32,137,Total 2022,856
2022,Andalucía,Sevilla,Gas natural comprimido,3,8,Total 2022,127
2022,Andalucía,Sevilla,Gas natural licuado,2,8,Total 2022,86
2022,Aragón,Huesca,Gasolina 95 E5,113,408,Total 2022,10.717
2022,Aragón,Huesca,Gasolina 95 E10,,,Total 2022,23
2022,Aragón,Huesca,Gasolina 95 E5 Premium,7,28,Total 2022,810
2022,Aragón,Huesca,Gasolina 95,,,Total 2022,
2022,Aragón,Huesca,Gasolina 95 (G.protección),,,Total 2022,
2022,Aragón,Huesca,Gasolina 98 E5,57,194,Total 2022,5.960
2022,Aragón,Huesca,Gasolina 98 E10,,,Total 2022,9
2022,Aragón,Huesca,Gasolina 98,,,Total 2022,
2022,Aragón,Huesca,Gasóleo A habitual,125,457,Total 2022,11.523
2022,Aragón,Huesca,Gasóleo Premium,86,294,Total 2022,7.546
2022,Aragón,Huesca,Nuevo gasóleo A,,,Total 2022,
2022,Aragón,Huesca,Gasóleo B,62,270,Total 2022,3.028
2022,Aragón,Huesca,Gasóleo C,,1,Total 2022,23
2022,Aragón,Huesca,Biodiésel,,,Total 2022,37
2022,Aragón,Huesca,Bioetanol,,,Total 2022,5
2022,Aragón,Huesca,Gases licuados del petróleo,3,18,Total 2022,856
2022,Aragón,Huesca,Gas natural comprimido,,5,Total 2022,127
2022,Aragón,Huesca,Gas natural licuado,,4,Total 2022,86
2022,Aragón,Teruel,Gasolina 95 E5,72,408,Total 2022,10.717
2022,Aragón,Teruel,Gasolina 95 E10,,,Total 2022,23
2022,Aragón,Teruel,Gasolina 95 E5 Premium,5,28,Total 2022,810
2022,Aragón,Teruel,Gasolina 95,,,Total 2022,
2022,Aragón,Teruel,Gasolina 95 (G.protección),,,Total 2022,
2022,Aragón,Teruel,Gasolina 98 E5,30,194,Total 2022,5.960
2022,Aragón,Teruel,Gasolina 98 E10,,,Total 2022,9
2022,Aragón,Teruel,Gasolina 98,,,Total 2022,
2022,Aragón,Teruel,Gasóleo A habitual,83,457,Total 2022,11.523
2022,Aragón,Teruel,Gasóleo Premium,43,294,Total 2022,7.546
2022,Aragón,Teruel,Nuevo gasóleo A,,,Total 2022,
2022,Aragón,Teruel,Gasóleo B,78,270,Total 2022,3.028
2022,Aragón,Teruel,Gasóleo C,,1,Total 2022,23
2022,Aragón,Teruel,Biodiésel,,,Total 2022,37
2022,Aragón,Teruel,Bioetanol,,,Total 2022,5
2022,Aragón,Teruel,Gases licuados del petróleo,4,18,Total 2022,856
2022,Aragón,Teruel,Gas natural comprimido,,5,Total 2022,127
2022,Aragón,Teruel,Gas natural licuado,,4,Total 2022,86
2022,Aragón,Zaragoza,Gasolina 95 E5,223,408,Total 2022,10.717
2022,Aragón,Zaragoza,Gasolina 95 E10,,,Total 2022,23
2022,Aragón,Zaragoza,Gasolina 95 E5 Premium,16,28,Total 2022,810
2022,Aragón,Zaragoza,Gasolina 95,,,Total 2022,
2022,Aragón,Zaragoza,Gasolina 95 (G.protección),,,Total 2022,
2022,Aragón,Zaragoza,Gasolina 98 E5,107,194,Total 2022,5.960
2022,Aragón,Zaragoza,Gasolina 98 E10,,,Total 2022,9
2022,Aragón,Zaragoza,Gasolina 98,,,Total 2022,
2022,Aragón,Zaragoza,Gasóleo A habitual,249,457,Total 2022,11.523
2022,Aragón,Zaragoza,Gasóleo Premium,165,294,Total 2022,7.546
2022,Aragón,Zaragoza,Nuevo gasóleo A,,,Total 2022,
2022,Aragón,Zaragoza,Gasóleo B,130,270,Total 2022,3.028
2022,Aragón,Zaragoza,Gasóleo C,1,1,Total 2022,23
2022,Aragón,Zaragoza,Biodiésel,,,Total 2022,37
2022,Aragón,Zaragoza,Bioetanol,,,Total 2022,5
2022,Aragón,Zaragoza,Gases licuados del petróleo,11,18,Total 2022,856
2022,Aragón,Zaragoza,Gas natural comprimido,5,5,Total 2022,127
2022,Aragón,Zaragoza,Gas natural licuado,4,4,Total 2022,86
2022,"Asturias, Principado de",Asturias,Gasolina 95 E5,214,214,Total 2022,10.717
2022,"Asturias, Principado de",Asturias,Gasolina 95 E10,1,1,Total 2022,23
2022,"Asturias, Principado de",Asturias,Gasolina 95 E5 Premium,18,18,Total 2022,810
2022,"Asturias, Principado de",Asturias,Gasolina 95,,,Total 2022,
2022,"Asturias, Principado de",Asturias,Gasolina 95 (G.protección),,,Total 2022,
2022,"Asturias, Principado de",Asturias,Gasolina 98 E5,145,145,Total 2022,5.960
2022,"Asturias, Principado de",Asturias,Gasolina 98 E10,,,Total 2022,9
2022,"Asturias, Principado de",Asturias,Gasolina 98,,,Total 2022,
2022,"Asturias, Principado de",Asturias,Gasóleo A habitual,238,238,Total 2022,11.523
2022,"Asturias, Principado de",Asturias,Gasóleo Premium,173,173,Total 2022,7.546
2022,"Asturias, Principado de",Asturias,Nuevo gasóleo A,,,Total 2022,
2022,"Asturias, Principado de",Asturias,Gasóleo B,65,65,Total 2022,3.028
2022,"Asturias, Principado de",Asturias,Gasóleo C,1,1,Total 2022,23
2022,"Asturias, Principado de",Asturias,Biodiésel,,,Total 2022,37
2022,"Asturias, Principado de",Asturias,Bioetanol,1,1,Total 2022,5
2022,"Asturias, Principado de",Asturias,Gases licuados del petróleo,21,21,Total 2022,856
2022,"Asturias, Principado de",Asturias,Gas natural comprimido,2,2,Total 2022,127
2022,"Asturias, Principado de",Asturias,Gas natural licuado,1,1,Total 2022,86
2022,"Balears, Illes","Balears, Illes",Gasolina 95 E5,204,204,Total 2022,10.717
2022,"Balears, Illes","Balears, Illes",Gasolina 95 E10,2,2,Total 2022,23
2022,"Balears, Illes","Balears, Illes",Gasolina 95 E5 Premium,32,32,Total 2022,810
2022,"Balears, Illes","Balears, Illes",Gasolina 95,,,Total 2022,
2022,"Balears, Illes","Balears, Illes",Gasolina 95 (G.protección),,,Total 2022,
2022,"Balears, Illes","Balears, Illes",Gasolina 98 E5,127,127,Total 2022,5.960
2022,"Balears, Illes","Balears, Illes",Gasolina 98 E10,,,Total 2022,9
2022,"Balears, Illes","Balears, Illes",Gasolina 98,,,Total 2022,
2022,"Balears, Illes","Balears, Illes",Gasóleo A habitual,204,204,Total 2022,11.523
2022,"Balears, Illes","Balears, Illes",Gasóleo Premium,158,158,Total 2022,7.546
2022,"Balears, Illes","Balears, Illes",Nuevo gasóleo A,,,Total 2022,
2022,"Balears, Illes","Balears, Illes",Gasóleo B,35,35,Total 2022,3.028
2022,"Balears, Illes","Balears, Illes",Gasóleo C,1,1,Total 2022,23
2022,"Balears, Illes","Balears, Illes",Biodiésel,,,Total 2022,37
2022,"Balears, Illes","Balears, Illes",Bioetanol,,,Total 2022,5
2022,"Balears, Illes","Balears, Illes",Gases licuados del petróleo,19,19,Total 2022,856
2022,"Balears, Illes","Balears, Illes",Gas natural comprimido,,,Total 2022,127
2022,"Balears, Illes","Balears, Illes",Gas natural licuado,,,Total 2022,86
2022,Canarias,"Palmas, Las",Gasolina 95 E5,237,465,Total 2022,10.717
2022,Canarias,"Palmas, Las",Gasolina 95 E10,,,Total 2022,23
2022,Canarias,"Palmas, Las",Gasolina 95 E5 Premium,3,5,Total 2022,810
2022,Canarias,"Palmas, Las",Gasolina 95,,,Total 2022,
2022,Canarias,"Palmas, Las",Gasolina 95 (G.protección),,,Total 2022,
2022,Canarias,"Palmas, Las",Gasolina 98 E5,221,443,Total 2022,5.960
2022,Canarias,"Palmas, Las",Gasolina 98 E10,,,Total 2022,9
2022,Canarias,"Palmas, Las",Gasolina 98,,,Total 2022,
2022,Canarias,"Palmas, Las",Gasóleo A habitual,237,465,Total 2022,11.523
2022,Canarias,"Palmas, Las",Gasóleo Premium,186,344,Total 2022,7.546
2022,Canarias,"Palmas, Las",Nuevo gasóleo A,,,Total 2022,
2022,Canarias,"Palmas, Las",Gasóleo B,,,Total 2022,3.028
2022,Canarias,"Palmas, Las",Gasóleo C,,,Total 2022,23
2022,Canarias,"Palmas, Las",Biodiésel,,,Total 2022,37
2022,Canarias,"Palmas, Las",Bioetanol,,,Total 2022,5
2022,Canarias,"Palmas, Las",Gases licuados del petróleo,20,28,Total 2022,856
2022,Canarias,"Palmas, Las",Gas natural comprimido,,1,Total 2022,127
2022,Canarias,"Palmas, Las",Gas natural licuado,,,Total 2022,86
2022,Canarias,Santa Cruz de Tenerife,Gasolina 95 E5,228,465,Total 2022,10.717
2022,Canarias,Santa Cruz de Tenerife,Gasolina 95 E10,,,Total 2022,23
2022,Canarias,Santa Cruz de Tenerife,Gasolina 95 E5 Premium,2,5,Total 2022,810
2022,Canarias,Santa Cruz de Tenerife,Gasolina 95,,,Total 2022,
2022,Canarias,Santa Cruz de Tenerife,Gasolina 95 (G.protección),,,Total 2022,
2022,Canarias,Santa Cruz de Tenerife,Gasolina 98 E5,222,443,Total 2022,5.960
2022,Canarias,Santa Cruz de Tenerife,Gasolina 98 E10,,,Total 2022,9
2022,Canarias,Santa Cruz de Tenerife,Gasolina 98,,,Total 2022,
2022,Canarias,Santa Cruz de Tenerife,Gasóleo A habitual,228,465,Total 2022,11.523
2022,Canarias,Santa Cruz de Tenerife,Gasóleo Premium,158,344,Total 2022,7.546
2022,Canarias,Santa Cruz de Tenerife,Nuevo gasóleo A,,,Total 2022,
