comunidad,provincia,year,Titularidad,Clase_via,tipo_via,longitud,Textbox24,Textbox25,Textbox14,Textbox7,Textbox3,Textbox5,Textbox10,Textbox11,Textbox26,Textbox12,Textbox13,Textbox110,Textbox27,Textbox8,Textbox6
Andalucía,Almería,2019,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2019,"2.409,88",Subtotal Andalucía,"0,00","19,90","9.180,13","23.265,14","248,98","1.276,33","67.792,71","165.469,50"
Andalucía,Almería,2019,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2019,"2.409,88",Subtotal Andalucía,"0,00","19,90","9.180,13","23.265,14","620,16","1.276,33","67.792,71","165.469,50"
Andalucía,Almería,2019,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2019,"2.409,88",Subtotal Andalucía,"19,90","19,90","9.180,13","23.265,14","407,19","1.276,33","67.792,71","165.469,50"
Andalucía,Almería,2019,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.226,00",Subtotal resto de vías,"1.226,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2019,"2.409,88",Subtotal Andalucía,"9.160,23","9.160,23","9.180,13","23.265,14","66.516,38","66.516,38","67.792,71","165.469,50"
Andalucía,Almería,2020,Estado,Gran capacidad,Autopistas de peaje,"28,19",Subtotal gran capacidad,"232,81",Subtotal Estado,"364,01",Total 2020,"2.407,26",Subtotal Andalucía,"153,94","1.879,73","3.518,80","23.253,81","1.912,70","12.091,54","26.478,30","165.772,99"
Andalucía,Almería,2020,Estado,Gran capacidad,Autopistas libres y autovías,"203,50",Subtotal gran capacidad,"232,81",Subtotal Estado,"364,01",Total 2020,"2.407,26",Subtotal Andalucía,"1.635,50","1.879,73","3.518,80","23.253,81","9.686,23","12.091,54","26.478,30","165.772,99"
Andalucía,Almería,2020,Estado,Gran capacidad,Carreteras multicarril,"1,12",Subtotal gran capacidad,"232,81",Subtotal Estado,"364,01",Total 2020,"2.407,26",Subtotal Andalucía,"90,30","1.879,73","3.518,80","23.253,81","492,61","12.091,54","26.478,30","165.772,99"
Andalucía,Almería,2020,Estado,Resto de vías,Carreteras convencionales,"131,20",Subtotal resto de vías,"131,20",Subtotal Estado,"364,01",Total 2020,"2.407,26",Subtotal Andalucía,"1.639,07","1.639,07","3.518,80","23.253,81","14.386,76","14.386,76","26.478,30","165.772,99"
Andalucía,Almería,2020,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"119,83",Subtotal comunidades autónomas,"817,25",Total 2020,"2.407,26",Subtotal Andalucía,"0,00","987,96","10.564,96","23.253,81","368,27","4.083,70","71.310,86","165.772,99"
Andalucía,Almería,2020,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"117,42",Subtotal gran capacidad,"119,83",Subtotal comunidades autónomas,"817,25",Total 2020,"2.407,26",Subtotal Andalucía,"879,02","987,96","10.564,96","23.253,81","2.909,05","4.083,70","71.310,86","165.772,99"
Andalucía,Almería,2020,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"2,41",Subtotal gran capacidad,"119,83",Subtotal comunidades autónomas,"817,25",Total 2020,"2.407,26",Subtotal Andalucía,"108,93","987,96","10.564,96","23.253,81","806,37","4.083,70","71.310,86","165.772,99"
Andalucía,Almería,2020,Comunidades autónomas,Resto de vías,Carreteras convencionales,"697,42",Subtotal resto de vías,"697,42",Subtotal comunidades autónomas,"817,25",Total 2020,"2.407,26",Subtotal Andalucía,"9.577,00","9.577,00","10.564,96","23.253,81","67.227,16","67.227,16","71.310,86","165.772,99"
Andalucía,Almería,2020,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2020,"2.407,26",Subtotal Andalucía,"0,00","19,90","9.170,04","23.253,81","248,98","1.266,55","67.983,84","165.772,99"
Andalucía,Almería,2020,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2020,"2.407,26",Subtotal Andalucía,"0,00","19,90","9.170,04","23.253,81","626,28","1.266,55","67.983,84","165.772,99"
Andalucía,Almería,2020,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2020,"2.407,26",Subtotal Andalucía,"19,90","19,90","9.170,04","23.253,81","391,28","1.266,55","67.983,84","165.772,99"
Andalucía,Almería,2020,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.226,00",Subtotal resto de vías,"1.226,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2020,"2.407,26",Subtotal Andalucía,"9.150,14","9.150,14","9.170,04","23.253,81","66.717,29","66.717,29","67.983,84","165.772,99"
Andalucía,Almería,2021,Estado,Gran capacidad,Autopistas de peaje,"28,19",Subtotal gran capacidad,"232,81",Subtotal Estado,"359,15",Total 2021,"2.400,26",Subtotal Andalucía,"130,56","1.898,83","3.518,10","23.241,25","1.407,08","12.164,23","26.459,26","165.934,75"
Andalucía,Almería,2021,Estado,Gran capacidad,Autopistas libres y autovías,"203,50",Subtotal gran capacidad,"232,81",Subtotal Estado,"359,15",Total 2021,"2.400,26",Subtotal Andalucía,"1.677,46","1.898,83","3.518,10","23.241,25","10.277,64","12.164,23","26.459,26","165.934,75"
Andalucía,Almería,2021,Estado,Gran capacidad,Carreteras multicarril,"1,12",Subtotal gran capacidad,"232,81",Subtotal Estado,"359,15",Total 2021,"2.400,26",Subtotal Andalucía,"90,82","1.898,83","3.518,10","23.241,25","479,51","12.164,23","26.459,26","165.934,75"
Andalucía,Almería,2021,Estado,Resto de vías,Carreteras convencionales,"126,34",Subtotal resto de vías,"126,34",Subtotal Estado,"359,15",Total 2021,"2.400,26",Subtotal Andalucía,"1.619,27","1.619,27","3.518,10","23.241,25","14.295,03","14.295,03","26.459,26","165.934,75"
Andalucía,Almería,2021,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"123,70",Subtotal comunidades autónomas,"815,11",Total 2021,"2.400,26",Subtotal Andalucía,"0,00","994,04","10.552,49","23.241,25","382,75","4.109,17","71.647,75","165.934,75"
Andalucía,Almería,2021,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"117,42",Subtotal gran capacidad,"123,70",Subtotal comunidades autónomas,"815,11",Total 2021,"2.400,26",Subtotal Andalucía,"879,02","994,04","10.552,49","23.241,25","2.878,78","4.109,17","71.647,75","165.934,75"
Andalucía,Almería,2021,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"6,28",Subtotal gran capacidad,"123,70",Subtotal comunidades autónomas,"815,11",Total 2021,"2.400,26",Subtotal Andalucía,"115,01","994,04","10.552,49","23.241,25","847,63","4.109,17","71.647,75","165.934,75"
Andalucía,Almería,2021,Comunidades autónomas,Resto de vías,Carreteras convencionales,"691,41",Subtotal resto de vías,"691,41",Subtotal comunidades autónomas,"815,11",Total 2021,"2.400,26",Subtotal Andalucía,"9.558,45","9.558,45","10.552,49","23.241,25","67.538,58","67.538,58","71.647,75","165.934,75"
Andalucía,Almería,2021,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2021,"2.400,26",Subtotal Andalucía,"0,00","19,90","9.170,67","23.241,25","248,97","1.290,93","67.827,74","165.934,75"
Andalucía,Almería,2021,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2021,"2.400,26",Subtotal Andalucía,"0,00","19,90","9.170,67","23.241,25","629,28","1.290,93","67.827,74","165.934,75"
Andalucía,Almería,2021,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2021,"2.400,26",Subtotal Andalucía,"19,90","19,90","9.170,67","23.241,25","412,68","1.290,93","67.827,74","165.934,75"
Andalucía,Almería,2021,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.226,00",Subtotal resto de vías,"1.226,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2021,"2.400,26",Subtotal Andalucía,"9.150,77","9.150,77","9.170,67","23.241,25","66.536,81","66.536,81","67.827,74","165.934,75"
Andalucía,Almería,2022,Estado,Gran capacidad,Autopistas de peaje,"27,40",Subtotal gran capacidad,"232,11",Subtotal Estado,"358,18",Total 2022,"2.396,14",Subtotal Andalucía,"129,99","1.952,07","3.563,93","23.344,99","1.254,63","12.261,32","26.489,91","165.999,93"
Andalucía,Almería,2022,Estado,Gran capacidad,Autopistas libres y autovías,"203,85",Subtotal gran capacidad,"232,11",Subtotal Estado,"358,18",Total 2022,"2.396,14",Subtotal Andalucía,"1.724,54","1.952,07","3.563,93","23.344,99","10.485,37","12.261,32","26.489,91","165.999,93"
Andalucía,Almería,2022,Estado,Gran capacidad,Carreteras multicarril,"0,86",Subtotal gran capacidad,"232,11",Subtotal Estado,"358,18",Total 2022,"2.396,14",Subtotal Andalucía,"97,53","1.952,07","3.563,93","23.344,99","521,33","12.261,32","26.489,91","165.999,93"
Andalucía,Almería,2022,Estado,Resto de vías,Carreteras convencionales,"126,08",Subtotal resto de vías,"126,08",Subtotal Estado,"358,18",Total 2022,"2.396,14",Subtotal Andalucía,"1.611,87","1.611,87","3.563,93","23.344,99","14.228,59","14.228,59","26.489,91","165.999,93"
Andalucía,Almería,2022,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"123,70",Subtotal comunidades autónomas,"811,96",Total 2022,"2.396,14",Subtotal Andalucía,"0,00","993,69","10.537,87","23.344,99","305,55","4.105,72","71.521,92","165.999,93"
Andalucía,Almería,2022,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"117,42",Subtotal gran capacidad,"123,70",Subtotal comunidades autónomas,"811,96",Total 2022,"2.396,14",Subtotal Andalucía,"878,73","993,69","10.537,87","23.344,99","2.932,27","4.105,72","71.521,92","165.999,93"
Andalucía,Almería,2022,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"6,28",Subtotal gran capacidad,"123,70",Subtotal comunidades autónomas,"811,96",Total 2022,"2.396,14",Subtotal Andalucía,"114,96","993,69","10.537,87","23.344,99","867,91","4.105,72","71.521,92","165.999,93"
Andalucía,Almería,2022,Comunidades autónomas,Resto de vías,Carreteras convencionales,"688,26",Subtotal resto de vías,"688,26",Subtotal comunidades autónomas,"811,96",Total 2022,"2.396,14",Subtotal Andalucía,"9.544,18","9.544,18","10.537,87","23.344,99","67.416,20","67.416,20","71.521,92","165.999,93"
Andalucía,Almería,2022,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2022,"2.396,14",Subtotal Andalucía,"0,00","16,97","9.243,18","23.344,99","248,97","1.293,13","67.988,10","165.999,93"
Andalucía,Almería,2022,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2022,"2.396,14",Subtotal Andalucía,"0,00","16,97","9.243,18","23.344,99","629,30","1.293,13","67.988,10","165.999,93"
Andalucía,Almería,2022,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2022,"2.396,14",Subtotal Andalucía,"16,97","16,97","9.243,18","23.344,99","414,86","1.293,13","67.988,10","165.999,93"
Andalucía,Almería,2022,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.226,00",Subtotal resto de vías,"1.226,00",Subtotal diputaciones y cabildos,"1.226,00",Total 2022,"2.396,14",Subtotal Andalucía,"9.226,21","9.226,21","9.243,18","23.344,99","66.694,97","66.694,97","67.988,10","165.999,93"
Andalucía,Cádiz,2012,Estado,Gran capacidad,Autopistas de peaje,"47,80",Subtotal gran capacidad,"200,66",Subtotal Estado,"314,11",Total 2012,"2.156,81",Subtotal Andalucía,"241,02","1.772,49","3.376,62","23.591,73","2.538,44","11.534,73","26.037,86","165.594,84"
Andalucía,Cádiz,2012,Estado,Gran capacidad,Autopistas libres y autovías,"116,88",Subtotal gran capacidad,"200,66",Subtotal Estado,"314,11",Total 2012,"2.156,81",Subtotal Andalucía,"1.406,47","1.772,49","3.376,62","23.591,73","8.388,96","11.534,73","26.037,86","165.594,84"
Andalucía,Cádiz,2012,Estado,Gran capacidad,Carreteras multicarril,"35,98",Subtotal gran capacidad,"200,66",Subtotal Estado,"314,11",Total 2012,"2.156,81",Subtotal Andalucía,"125,01","1.772,49","3.376,62","23.591,73","607,34","11.534,73","26.037,86","165.594,84"
Andalucía,Cádiz,2012,Estado,Resto de vías,Carreteras convencionales,"113,45",Subtotal resto de vías,"113,45",Subtotal Estado,"314,11",Total 2012,"2.156,81",Subtotal Andalucía,"1.604,13","1.604,13","3.376,62","23.591,73","14.503,12","14.503,12","26.037,86","165.594,84"
Andalucía,Cádiz,2012,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,"153,38",Subtotal comunidades autónomas,"1.036,02",Total 2012,"2.156,81",Subtotal Andalucía,,"920,80","10.415,73","23.591,73","322,11","3.739,74","71.381,31","165.594,84"
Andalucía,Cádiz,2012,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"138,09",Subtotal gran capacidad,"153,38",Subtotal comunidades autónomas,"1.036,02",Total 2012,"2.156,81",Subtotal Andalucía,"814,78","920,80","10.415,73","23.591,73","2.676,05","3.739,74","71.381,31","165.594,84"
Andalucía,Cádiz,2012,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"15,29",Subtotal gran capacidad,"153,38",Subtotal comunidades autónomas,"1.036,02",Total 2012,"2.156,81",Subtotal Andalucía,"106,02","920,80","10.415,73","23.591,73","741,58","3.739,74","71.381,31","165.594,84"
Andalucía,Cádiz,2012,Comunidades autónomas,Resto de vías,Carreteras convencionales,"882,64",Subtotal resto de vías,"882,64",Subtotal comunidades autónomas,"1.036,02",Total 2012,"2.156,81",Subtotal Andalucía,"9.494,93","9.494,93","10.415,73","23.591,73","67.641,57","67.641,57","71.381,31","165.594,84"
Andalucía,Cádiz,2012,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"806,68",Total 2012,"2.156,81",Subtotal Andalucía,,"5,60","9.799,38","23.591,73","164,76","1.060,72","68.175,68","165.594,84"
Andalucía,Cádiz,2012,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"806,68",Total 2012,"2.156,81",Subtotal Andalucía,,"5,60","9.799,38","23.591,73","610,99","1.060,72","68.175,68","165.594,84"
Andalucía,Cádiz,2012,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"806,68",Total 2012,"2.156,81",Subtotal Andalucía,"5,60","5,60","9.799,38","23.591,73","284,98","1.060,72","68.175,68","165.594,84"
Andalucía,Cádiz,2012,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"806,68",Subtotal resto de vías,"806,68",Subtotal diputaciones y cabildos,"806,68",Total 2012,"2.156,81",Subtotal Andalucía,"9.793,78","9.793,78","9.799,38","23.591,73","67.114,95","67.114,95","68.175,68","165.594,84"
Andalucía,Cádiz,2013,Estado,Gran capacidad,Autopistas de peaje,"47,80",Subtotal gran capacidad,"200,66",Subtotal Estado,"314,11",Total 2013,"2.132,39",Subtotal Andalucía,"249,03","1.759,83","3.353,60","23.545,97","2.538,76","11.604,38","26.072,84","165.360,78"
Andalucía,Cádiz,2013,Estado,Gran capacidad,Autopistas libres y autovías,"116,88",Subtotal gran capacidad,"200,66",Subtotal Estado,"314,11",Total 2013,"2.132,39",Subtotal Andalucía,"1.393,27","1.759,83","3.353,60","23.545,97","8.492,95","11.604,38","26.072,84","165.360,78"
Andalucía,Cádiz,2013,Estado,Gran capacidad,Carreteras multicarril,"35,98",Subtotal gran capacidad,"200,66",Subtotal Estado,"314,11",Total 2013,"2.132,39",Subtotal Andalucía,"117,53","1.759,83","3.353,60","23.545,97","572,67","11.604,38","26.072,84","165.360,78"
Andalucía,Cádiz,2013,Estado,Resto de vías,Carreteras convencionales,"113,45",Subtotal resto de vías,"113,45",Subtotal Estado,"314,11",Total 2013,"2.132,39",Subtotal Andalucía,"1.593,77","1.593,77","3.353,60","23.545,97","14.468,46","14.468,46","26.072,84","165.360,78"
Andalucía,Cádiz,2013,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,"153,38",Subtotal comunidades autónomas,"1.011,60",Total 2013,"2.132,39",Subtotal Andalucía,,"920,80","10.407,26","23.545,97","322,11","3.915,45","71.145,32","165.360,78"
Andalucía,Cádiz,2013,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"138,09",Subtotal gran capacidad,"153,38",Subtotal comunidades autónomas,"1.011,60",Total 2013,"2.132,39",Subtotal Andalucía,"814,78","920,80","10.407,26","23.545,97","2.851,46","3.915,45","71.145,32","165.360,78"
Andalucía,Cádiz,2013,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"15,29",Subtotal gran capacidad,"153,38",Subtotal comunidades autónomas,"1.011,60",Total 2013,"2.132,39",Subtotal Andalucía,"106,02","920,80","10.407,26","23.545,97","741,88","3.915,45","71.145,32","165.360,78"
Andalucía,Cádiz,2013,Comunidades autónomas,Resto de vías,Carreteras convencionales,"858,22",Subtotal resto de vías,"858,22",Subtotal comunidades autónomas,"1.011,60",Total 2013,"2.132,39",Subtotal Andalucía,"9.486,46","9.486,46","10.407,26","23.545,97","67.229,87","67.229,87","71.145,32","165.360,78"
Andalucía,Cádiz,2013,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"806,68",Total 2013,"2.132,39",Subtotal Andalucía,,"5,60","9.785,11","23.545,97","164,76","1.062,63","68.142,62","165.360,78"
Andalucía,Cádiz,2013,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"806,68",Total 2013,"2.132,39",Subtotal Andalucía,,"5,60","9.785,11","23.545,97","610,21","1.062,63","68.142,62","165.360,78"
Andalucía,Cádiz,2013,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"806,68",Total 2013,"2.132,39",Subtotal Andalucía,"5,60","5,60","9.785,11","23.545,97","287,66","1.062,63","68.142,62","165.360,78"
Andalucía,Cádiz,2013,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"806,68",Subtotal resto de vías,"806,68",Subtotal diputaciones y cabildos,"806,68",Total 2013,"2.132,39",Subtotal Andalucía,"9.779,51","9.779,51","9.785,11","23.545,97","67.079,99","67.079,99","68.142,62","165.360,78"
