comunidad,provincia,year,Titularidad,Clase_via,tipo_via,longitud,Textbox24,Textbox25,Textbox14,Textbox7,Textbox3,Textbox5,Textbox10,Textbox11,Textbox26,Textbox12,Textbox13,Textbox110,Textbox27,Textbox8,Textbox6
Castilla y León,Palencia,2014,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"1.034,59",Total 2014,"3.004,64",Subtotal Castilla y León,,,"15.979,92","32.798,42","159,87","1.073,10","68.118,33","165.638,99"
Castilla y León,Palencia,2014,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"1.034,59",Total 2014,"3.004,64",Subtotal Castilla y León,,,"15.979,92","32.798,42","563,44","1.073,10","68.118,33","165.638,99"
Castilla y León,Palencia,2014,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"1.034,59",Total 2014,"3.004,64",Subtotal Castilla y León,,,"15.979,92","32.798,42","349,79","1.073,10","68.118,33","165.638,99"
Castilla y León,Palencia,2014,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.034,59",Subtotal resto de vías,"1.034,59",Subtotal diputaciones y cabildos,"1.034,59",Total 2014,"3.004,64",Subtotal Castilla y León,"15.979,92","15.979,92","15.979,92","32.798,42","67.045,23","67.045,23","68.118,33","165.638,99"
Castilla y León,Palencia,2015,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,34",Total 2015,"3.004,98",Subtotal Castilla y León,"276,84","2.147,21","5.599,69","32.878,42","2.538,76","11.942,11","26.329,34","166.002,53"
Castilla y León,Palencia,2015,Estado,Gran capacidad,Autopistas libres y autovías,"193,33",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,34",Total 2015,"3.004,98",Subtotal Castilla y León,"1.790,62","2.147,21","5.599,69","32.878,42","8.840,52","11.942,11","26.329,34","166.002,53"
Castilla y León,Palencia,2015,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,34",Total 2015,"3.004,98",Subtotal Castilla y León,"79,75","2.147,21","5.599,69","32.878,42","562,83","11.942,11","26.329,34","166.002,53"
Castilla y León,Palencia,2015,Estado,Resto de vías,Carreteras convencionales,"247,01",Subtotal resto de vías,"247,01",Subtotal Estado,"440,34",Total 2015,"3.004,98",Subtotal Castilla y León,"3.452,48","3.452,48","5.599,69","32.878,42","14.387,23","14.387,23","26.329,34","166.002,53"
Castilla y León,Palencia,2015,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,"62,30",Subtotal comunidades autónomas,"1.530,05",Total 2015,"3.004,98",Subtotal Castilla y León,,"300,11","11.297,25","32.878,42","329,39","3.967,90","71.324,08","166.002,53"
Castilla y León,Palencia,2015,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"62,30",Subtotal gran capacidad,"62,30",Subtotal comunidades autónomas,"1.530,05",Total 2015,"3.004,98",Subtotal Castilla y León,"282,14","300,11","11.297,25","32.878,42","2.882,09","3.967,90","71.324,08","166.002,53"
Castilla y León,Palencia,2015,Comunidades autónomas,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,"62,30",Subtotal comunidades autónomas,"1.530,05",Total 2015,"3.004,98",Subtotal Castilla y León,"17,97","300,11","11.297,25","32.878,42","756,42","3.967,90","71.324,08","166.002,53"
Castilla y León,Palencia,2015,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.467,75",Subtotal resto de vías,"1.467,75",Subtotal comunidades autónomas,"1.530,05",Total 2015,"3.004,98",Subtotal Castilla y León,"10.997,14","10.997,14","11.297,25","32.878,42","67.356,18","67.356,18","71.324,08","166.002,53"
Castilla y León,Palencia,2015,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"1.034,59",Total 2015,"3.004,98",Subtotal Castilla y León,,,"15.981,49","32.878,42","171,43","1.111,22","68.349,11","166.002,53"
Castilla y León,Palencia,2015,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"1.034,59",Total 2015,"3.004,98",Subtotal Castilla y León,,,"15.981,49","32.878,42","573,15","1.111,22","68.349,11","166.002,53"
Castilla y León,Palencia,2015,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal diputaciones y cabildos,"1.034,59",Total 2015,"3.004,98",Subtotal Castilla y León,,,"15.981,49","32.878,42","366,63","1.111,22","68.349,11","166.002,53"
Castilla y León,Palencia,2015,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.034,59",Subtotal resto de vías,"1.034,59",Subtotal diputaciones y cabildos,"1.034,59",Total 2015,"3.004,98",Subtotal Castilla y León,"15.981,49","15.981,49","15.981,49","32.878,42","67.237,89","67.237,89","68.349,11","166.002,53"
Castilla y León,Palencia,2016,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,34",Total 2016,"3.006,03",Subtotal Castilla y León,"276,84","2.157,60","5.613,33","33.021,83","2.538,76","11.956,41","26.394,72","165.482,82"
Castilla y León,Palencia,2016,Estado,Gran capacidad,Autopistas libres y autovías,"193,33",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,34",Total 2016,"3.006,03",Subtotal Castilla y León,"1.795,85","2.157,60","5.613,33","33.021,83","8.910,12","11.956,41","26.394,72","165.482,82"
Castilla y León,Palencia,2016,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,34",Total 2016,"3.006,03",Subtotal Castilla y León,"84,91","2.157,60","5.613,33","33.021,83","507,53","11.956,41","26.394,72","165.482,82"
Castilla y León,Palencia,2016,Estado,Resto de vías,Carreteras convencionales,"247,01",Subtotal resto de vías,"247,01",Subtotal Estado,"440,34",Total 2016,"3.006,03",Subtotal Castilla y León,"3.455,73","3.455,73","5.613,33","33.021,83","14.438,32","14.438,32","26.394,72","165.482,82"
Castilla y León,Palencia,2016,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"62,30",Subtotal comunidades autónomas,"1.530,69",Total 2016,"3.006,03",Subtotal Castilla y León,"0,00","300,11","11.282,80","33.021,83","328,62","4.002,17","71.290,70","165.482,82"
Castilla y León,Palencia,2016,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"62,30",Subtotal gran capacidad,"62,30",Subtotal comunidades autónomas,"1.530,69",Total 2016,"3.006,03",Subtotal Castilla y León,"282,14","300,11","11.282,80","33.021,83","2.907,10","4.002,17","71.290,70","165.482,82"
Castilla y León,Palencia,2016,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"62,30",Subtotal comunidades autónomas,"1.530,69",Total 2016,"3.006,03",Subtotal Castilla y León,"17,97","300,11","11.282,80","33.021,83","766,45","4.002,17","71.290,70","165.482,82"
Castilla y León,Palencia,2016,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.468,39",Subtotal resto de vías,"1.468,39",Subtotal comunidades autónomas,"1.530,69",Total 2016,"3.006,03",Subtotal Castilla y León,"10.982,69","10.982,69","11.282,80","33.021,83","67.288,53","67.288,53","71.290,70","165.482,82"
Castilla y León,Palencia,2016,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2016,"3.006,03",Subtotal Castilla y León,"0,00","0,00","16.125,71","33.021,83","171,43","1.149,83","67.797,40","165.482,82"
Castilla y León,Palencia,2016,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2016,"3.006,03",Subtotal Castilla y León,"0,00","0,00","16.125,71","33.021,83","587,50","1.149,83","67.797,40","165.482,82"
Castilla y León,Palencia,2016,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2016,"3.006,03",Subtotal Castilla y León,"0,00","0,00","16.125,71","33.021,83","390,90","1.149,83","67.797,40","165.482,82"
Castilla y León,Palencia,2016,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.035,00",Subtotal resto de vías,"1.035,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2016,"3.006,03",Subtotal Castilla y León,"16.125,71","16.125,71","16.125,71","33.021,83","66.647,57","66.647,57","67.797,40","165.482,82"
Castilla y León,Palencia,2017,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,34",Total 2017,"3.006,11",Subtotal Castilla y León,"276,84","2.158,89","5.620,93","33.006,38","2.538,76","11.973,76","26.392,56","165.685,55"
Castilla y León,Palencia,2017,Estado,Gran capacidad,Autopistas libres y autovías,"193,33",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,34",Total 2017,"3.006,11",Subtotal Castilla y León,"1.798,08","2.158,89","5.620,93","33.006,38","8.949,45","11.973,76","26.392,56","165.685,55"
Castilla y León,Palencia,2017,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,34",Total 2017,"3.006,11",Subtotal Castilla y León,"83,97","2.158,89","5.620,93","33.006,38","485,55","11.973,76","26.392,56","165.685,55"
Castilla y León,Palencia,2017,Estado,Resto de vías,Carreteras convencionales,"247,01",Subtotal resto de vías,"247,01",Subtotal Estado,"440,34",Total 2017,"3.006,11",Subtotal Castilla y León,"3.462,04","3.462,04","5.620,93","33.006,38","14.418,81","14.418,81","26.392,56","165.685,55"
Castilla y León,Palencia,2017,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"62,30",Subtotal comunidades autónomas,"1.530,69",Total 2017,"3.006,11",Subtotal Castilla y León,"0,00","300,36","11.278,63","33.006,38","328,62","4.015,46","71.325,16","165.685,55"
Castilla y León,Palencia,2017,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"62,30",Subtotal gran capacidad,"62,30",Subtotal comunidades autónomas,"1.530,69",Total 2017,"3.006,11",Subtotal Castilla y León,"282,39","300,36","11.278,63","33.006,38","2.929,26","4.015,46","71.325,16","165.685,55"
Castilla y León,Palencia,2017,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"62,30",Subtotal comunidades autónomas,"1.530,69",Total 2017,"3.006,11",Subtotal Castilla y León,"17,97","300,36","11.278,63","33.006,38","757,58","4.015,46","71.325,16","165.685,55"
Castilla y León,Palencia,2017,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.468,39",Subtotal resto de vías,"1.468,39",Subtotal comunidades autónomas,"1.530,69",Total 2017,"3.006,11",Subtotal Castilla y León,"10.978,27","10.978,27","11.278,63","33.006,38","67.309,70","67.309,70","71.325,16","165.685,55"
Castilla y León,Palencia,2017,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,08",Total 2017,"3.006,11",Subtotal Castilla y León,"0,00","0,00","16.106,82","33.006,38","171,43","1.174,21","67.967,83","165.685,55"
Castilla y León,Palencia,2017,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,08",Total 2017,"3.006,11",Subtotal Castilla y León,"0,00","0,00","16.106,82","33.006,38","605,61","1.174,21","67.967,83","165.685,55"
Castilla y León,Palencia,2017,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,08",Total 2017,"3.006,11",Subtotal Castilla y León,"0,00","0,00","16.106,82","33.006,38","397,17","1.174,21","67.967,83","165.685,55"
Castilla y León,Palencia,2017,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.035,08",Subtotal resto de vías,"1.035,08",Subtotal diputaciones y cabildos,"1.035,08",Total 2017,"3.006,11",Subtotal Castilla y León,"16.106,82","16.106,82","16.106,82","33.006,38","66.793,62","66.793,62","67.967,83","165.685,55"
Castilla y León,Palencia,2018,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"193,00",Subtotal Estado,"440,00",Total 2018,"3.005,52",Subtotal Castilla y León,"201,00","2.181,00","5.647,00","33.048,96","2.457,00","12.018,00","26.403,00","165.624,06"
Castilla y León,Palencia,2018,Estado,Gran capacidad,Autopistas libres y autovías,"193,00",Subtotal gran capacidad,"193,00",Subtotal Estado,"440,00",Total 2018,"3.005,52",Subtotal Castilla y León,"1.896,00","2.181,00","5.647,00","33.048,96","9.076,00","12.018,00","26.403,00","165.624,06"
Castilla y León,Palencia,2018,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"193,00",Subtotal Estado,"440,00",Total 2018,"3.005,52",Subtotal Castilla y León,"84,00","2.181,00","5.647,00","33.048,96","485,00","12.018,00","26.403,00","165.624,06"
Castilla y León,Palencia,2018,Estado,Resto de vías,Carreteras convencionales,"247,00",Subtotal resto de vías,"247,00",Subtotal Estado,"440,00",Total 2018,"3.005,52",Subtotal Castilla y León,"3.466,00","3.466,00","5.647,00","33.048,96","14.385,00","14.385,00","26.403,00","165.624,06"
Castilla y León,Palencia,2018,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.530,44",Total 2018,"3.005,52",Subtotal Castilla y León,"0,00","293,75","11.275,40","33.048,96","328,62","4.016,80","71.312,90","165.624,06"
Castilla y León,Palencia,2018,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"62,05",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.530,44",Total 2018,"3.005,52",Subtotal Castilla y León,"282,14","293,75","11.275,40","33.048,96","2.932,75","4.016,80","71.312,90","165.624,06"
Castilla y León,Palencia,2018,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.530,44",Total 2018,"3.005,52",Subtotal Castilla y León,"11,61","293,75","11.275,40","33.048,96","755,44","4.016,80","71.312,90","165.624,06"
Castilla y León,Palencia,2018,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.468,39",Subtotal resto de vías,"1.468,39",Subtotal comunidades autónomas,"1.530,44",Total 2018,"3.005,52",Subtotal Castilla y León,"10.981,65","10.981,65","11.275,40","33.048,96","67.296,10","67.296,10","71.312,90","165.624,06"
Castilla y León,Palencia,2018,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,08",Total 2018,"3.005,52",Subtotal Castilla y León,"0,00","0,00","16.126,56","33.048,96","171,42","1.193,43","67.908,16","165.624,06"
Castilla y León,Palencia,2018,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,08",Total 2018,"3.005,52",Subtotal Castilla y León,"0,00","0,00","16.126,56","33.048,96","617,17","1.193,43","67.908,16","165.624,06"
Castilla y León,Palencia,2018,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,08",Total 2018,"3.005,52",Subtotal Castilla y León,"0,00","0,00","16.126,56","33.048,96","404,84","1.193,43","67.908,16","165.624,06"
Castilla y León,Palencia,2018,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.035,08",Subtotal resto de vías,"1.035,08",Subtotal diputaciones y cabildos,"1.035,08",Total 2018,"3.005,52",Subtotal Castilla y León,"16.126,56","16.126,56","16.126,56","33.048,96","66.714,73","66.714,73","67.908,16","165.624,06"
Castilla y León,Palencia,2019,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,44",Total 2019,"3.005,55",Subtotal Castilla y León,"201,04","2.197,64","5.647,51","33.067,95","2.379,83","12.034,70","26.466,34","165.469,50"
Castilla y León,Palencia,2019,Estado,Gran capacidad,Autopistas libres y autovías,"193,33",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,44",Total 2019,"3.005,55",Subtotal Castilla y León,"1.914,99","2.197,64","5.647,51","33.067,95","9.167,12","12.034,70","26.466,34","165.469,50"
Castilla y León,Palencia,2019,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,44",Total 2019,"3.005,55",Subtotal Castilla y León,"81,61","2.197,64","5.647,51","33.067,95","487,76","12.034,70","26.466,34","165.469,50"
Castilla y León,Palencia,2019,Estado,Resto de vías,Carreteras convencionales,"247,11",Subtotal resto de vías,"247,11",Subtotal Estado,"440,44",Total 2019,"3.005,55",Subtotal Castilla y León,"3.449,87","3.449,87","5.647,51","33.067,95","14.431,63","14.431,63","26.466,34","165.469,50"
Castilla y León,Palencia,2019,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.530,11",Total 2019,"3.005,55",Subtotal Castilla y León,"0,00","292,83","11.293,97","33.067,95","368,34","4.076,46","71.210,46","165.469,50"
Castilla y León,Palencia,2019,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"62,05",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.530,11",Total 2019,"3.005,55",Subtotal Castilla y León,"281,22","292,83","11.293,97","33.067,95","2.937,83","4.076,46","71.210,46","165.469,50"
Castilla y León,Palencia,2019,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.530,11",Total 2019,"3.005,55",Subtotal Castilla y León,"11,61","292,83","11.293,97","33.067,95","770,29","4.076,46","71.210,46","165.469,50"
Castilla y León,Palencia,2019,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.468,06",Subtotal resto de vías,"1.468,06",Subtotal comunidades autónomas,"1.530,11",Total 2019,"3.005,55",Subtotal Castilla y León,"11.001,14","11.001,14","11.293,97","33.067,95","67.134,00","67.134,00","71.210,46","165.469,50"
Castilla y León,Palencia,2019,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2019,"3.005,55",Subtotal Castilla y León,"0,00","0,00","16.126,48","33.067,95","248,98","1.276,33","67.792,71","165.469,50"
Castilla y León,Palencia,2019,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2019,"3.005,55",Subtotal Castilla y León,"0,00","0,00","16.126,48","33.067,95","620,16","1.276,33","67.792,71","165.469,50"
Castilla y León,Palencia,2019,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2019,"3.005,55",Subtotal Castilla y León,"0,00","0,00","16.126,48","33.067,95","407,19","1.276,33","67.792,71","165.469,50"
Castilla y León,Palencia,2019,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.035,00",Subtotal resto de vías,"1.035,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2019,"3.005,55",Subtotal Castilla y León,"16.126,48","16.126,48","16.126,48","33.067,95","66.516,38","66.516,38","67.792,71","165.469,50"
Castilla y León,Palencia,2020,Estado,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,"193,33",Subtotal Estado,"440,44",Total 2020,"3.006,49",Subtotal Castilla y León,"201,04","2.219,51","5.650,44","33.099,57","1.912,70","12.091,54","26.478,30","165.772,99"
Castilla y León,Palencia,2020,Estado,Gran capacidad,Autopistas libres y autovías,"193,33",Subtotal gran capacidad,"193,33",Subtotal Estado,"440,44",Total 2020,"3.006,49",Subtotal Castilla y León,"1.928,77","2.219,51","5.650,44","33.099,57","9.686,23","12.091,54","26.478,30","165.772,99"
Castilla y León,Palencia,2020,Estado,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,"193,33",Subtotal Estado,"440,44",Total 2020,"3.006,49",Subtotal Castilla y León,"89,70","2.219,51","5.650,44","33.099,57","492,61","12.091,54","26.478,30","165.772,99"
Castilla y León,Palencia,2020,Estado,Resto de vías,Carreteras convencionales,"247,11",Subtotal resto de vías,"247,11",Subtotal Estado,"440,44",Total 2020,"3.006,49",Subtotal Castilla y León,"3.430,93","3.430,93","5.650,44","33.099,57","14.386,76","14.386,76","26.478,30","165.772,99"
Castilla y León,Palencia,2020,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.531,05",Total 2020,"3.006,49",Subtotal Castilla y León,"0,00","292,83","11.310,59","33.099,57","368,27","4.083,70","71.310,86","165.772,99"
Castilla y León,Palencia,2020,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"62,05",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.531,05",Total 2020,"3.006,49",Subtotal Castilla y León,"281,22","292,83","11.310,59","33.099,57","2.909,05","4.083,70","71.310,86","165.772,99"
Castilla y León,Palencia,2020,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.531,05",Total 2020,"3.006,49",Subtotal Castilla y León,"11,61","292,83","11.310,59","33.099,57","806,37","4.083,70","71.310,86","165.772,99"
Castilla y León,Palencia,2020,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.469,00",Subtotal resto de vías,"1.469,00",Subtotal comunidades autónomas,"1.531,05",Total 2020,"3.006,49",Subtotal Castilla y León,"11.017,76","11.017,76","11.310,59","33.099,57","67.227,16","67.227,16","71.310,86","165.772,99"
Castilla y León,Palencia,2020,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2020,"3.006,49",Subtotal Castilla y León,"0,00","0,00","16.138,54","33.099,57","248,98","1.266,55","67.983,84","165.772,99"
Castilla y León,Palencia,2020,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2020,"3.006,49",Subtotal Castilla y León,"0,00","0,00","16.138,54","33.099,57","626,28","1.266,55","67.983,84","165.772,99"
Castilla y León,Palencia,2020,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2020,"3.006,49",Subtotal Castilla y León,"0,00","0,00","16.138,54","33.099,57","391,28","1.266,55","67.983,84","165.772,99"
Castilla y León,Palencia,2020,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.035,00",Subtotal resto de vías,"1.035,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2020,"3.006,49",Subtotal Castilla y León,"16.138,54","16.138,54","16.138,54","33.099,57","66.717,29","66.717,29","67.983,84","165.772,99"
Castilla y León,Palencia,2021,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"194,14",Subtotal Estado,"441,71",Total 2021,"3.008,16",Subtotal Castilla y León,"201,75","2.232,10","5.650,80","33.100,16","1.407,08","12.164,23","26.459,26","165.934,75"
Castilla y León,Palencia,2021,Estado,Gran capacidad,Autopistas libres y autovías,"194,14",Subtotal gran capacidad,"194,14",Subtotal Estado,"441,71",Total 2021,"3.008,16",Subtotal Castilla y León,"1.949,64","2.232,10","5.650,80","33.100,16","10.277,64","12.164,23","26.459,26","165.934,75"
Castilla y León,Palencia,2021,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"194,14",Subtotal Estado,"441,71",Total 2021,"3.008,16",Subtotal Castilla y León,"80,71","2.232,10","5.650,80","33.100,16","479,51","12.164,23","26.459,26","165.934,75"
Castilla y León,Palencia,2021,Estado,Resto de vías,Carreteras convencionales,"247,57",Subtotal resto de vías,"247,57",Subtotal Estado,"441,71",Total 2021,"3.008,16",Subtotal Castilla y León,"3.418,70","3.418,70","5.650,80","33.100,16","14.295,03","14.295,03","26.459,26","165.934,75"
Castilla y León,Palencia,2021,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.531,45",Total 2021,"3.008,16",Subtotal Castilla y León,"0,00","299,03","11.313,66","33.100,16","382,75","4.109,17","71.647,75","165.934,75"
Castilla y León,Palencia,2021,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"62,05",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.531,45",Total 2021,"3.008,16",Subtotal Castilla y León,"281,22","299,03","11.313,66","33.100,16","2.878,78","4.109,17","71.647,75","165.934,75"
Castilla y León,Palencia,2021,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"62,05",Subtotal comunidades autónomas,"1.531,45",Total 2021,"3.008,16",Subtotal Castilla y León,"17,81","299,03","11.313,66","33.100,16","847,63","4.109,17","71.647,75","165.934,75"
Castilla y León,Palencia,2021,Comunidades autónomas,Resto de vías,Carreteras convencionales,"1.469,40",Subtotal resto de vías,"1.469,40",Subtotal comunidades autónomas,"1.531,45",Total 2021,"3.008,16",Subtotal Castilla y León,"11.014,63","11.014,63","11.313,66","33.100,16","67.538,58","67.538,58","71.647,75","165.934,75"
Castilla y León,Palencia,2021,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2021,"3.008,16",Subtotal Castilla y León,"0,00","0,00","16.135,69","33.100,16","248,97","1.290,93","67.827,74","165.934,75"
Castilla y León,Palencia,2021,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2021,"3.008,16",Subtotal Castilla y León,"0,00","0,00","16.135,69","33.100,16","629,28","1.290,93","67.827,74","165.934,75"
Castilla y León,Palencia,2021,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2021,"3.008,16",Subtotal Castilla y León,"0,00","0,00","16.135,69","33.100,16","412,68","1.290,93","67.827,74","165.934,75"
Castilla y León,Palencia,2021,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.035,00",Subtotal resto de vías,"1.035,00",Subtotal diputaciones y cabildos,"1.035,00",Total 2021,"3.008,16",Subtotal Castilla y León,"16.135,69","16.135,69","16.135,69","33.100,16","66.536,81","66.536,81","67.827,74","165.934,75"
Castilla y León,Palencia,2022,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"194,11",Subtotal Estado,"439,22",Total 2022,"3.067,83",Subtotal Castilla y León,"195,20","2.253,70","5.669,47","33.423,52","1.254,63","12.261,32","26.489,91","165.999,93"
