year,region,province,population,acc with victims,total injuried,mortals,hosp injuries,minor injuries,gas_stations,free_motorways_CCAA,free_motorways_State,free_motorways_provincial,multiple_road_CCAA,multiple_road_State,multiple_road_provincial,single_road_CCAA,single_road_State,single_road_provincial,toll_motorways_CCAA,toll_motorways_State,toll_motorways_provincial,acc_victims_rate_per_100k
2022,Extremadura,Cáceres,231702,451,625,13,54,558,162,1071.0,34469,0.0,1645.0,2077,0.0,153467.0,45061,186915.0,0.0,0,0.0,194.64657188975494
2022,Andalucía,Cádiz,771236,2629,3679,40,204,3435,290,15539.0,16563,0.0,646.0,3206,0.0,87025.0,12001,80668.0,0.0,428,0.0,340.88139039152736
2022,C. Valenciana,Castellón,358429,990,1327,32,161,1134,176,428.0,19336,0.0,4918.0,177,0.0,87803.0,26324,72323.0,0.0,0,0.0,276.2053293678804
2022,Castilla-La Mancha,Ciudad Real,298282,414,584,29,48,507,235,809.0,25892,0.0,382.0,338,0.0,172013.0,45646,17270.0,0.0,0,0.0,138.7948317364105
2022,Andalucía,Córdoba,467855,927,1314,36,131,1147,256,968.0,17714,0.0,1773.0,148,0.0,161334.0,43996,188326.0,0.0,0,0.0,198.13831208387217
2022,Galicia,"Coruña, A",656131,1654,2334,62,237,2035,282,12686.0,12355,0.0,214.0,488,0.0,154941.0,27819,20550.0,3253.0,11814,0.0,252.08380643499547
2022,Castilla-La Mancha,Cuenca,117112,288,459,23,63,373,158,0.0,3475,0.0,0.0,0,0.0,171881.0,58243,15450.0,0.0,509,0.0,245.91843705171118
2022,Cataluña,Gerona,482091,2135,2782,51,200,2531,268,9019.0,12835,0.0,2238.0,591,259.0,11142.0,27448,78622.0,0.0,0,0.0,442.86244713135073
2022,Andalucía,Granada,568552,1510,2071,38,128,1905,297,23555.0,21888,0.0,1181.0,143,407.0,139006.0,19014,126063.0,0.0,0,0.0,265.58696478070607
2022,Castilla-La Mancha,Guadalajara,167355,372,521,9,39,473,90,926.0,9974,0.0,0.0,57,0.0,146181.0,29027,16097.0,0.0,231,0.0,222.28197544142688
2022,País Vasco,Guipúzcoa,422052,1736,2185,23,172,1990,135,,0,4504.0,,0,7838.0,,0,118307.0,,0,1072.0,411.3237231431198
2022,Andalucía,Huelva,331016,685,1024,24,65,935,153,3329.0,13719,0.0,642.0,1178,0.0,73129.0,32845,83278.0,0.0,0,0.0,206.93863740725524
2022,Aragón,Huesca,134166,435,596,28,80,488,125,0.0,23381,0.0,0.0,0,0.0,20760.0,65822,170944.0,0.0,0,0.0,324.22521354143373
2022,Andalucía,Jaén,381995,796,1121,22,70,1029,265,7339.0,26663,0.0,785.0,0,0.0,139816.0,24049,90716.0,0.0,0,0.0,208.37969083364965
2022,Castilla y León,León,258422,477,656,21,96,539,173,6814.0,25374,0.0,579.0,1605,0.0,180793.0,5645,33200.0,0.0,9265,0.0,184.5818080503982
2022,Cataluña,Lérida,267382,1341,1799,20,165,1614,190,2673.0,19261,0.0,0.0,1806,0.0,154135.0,29564,8000.0,0.0,0,0.0,501.5296467226664
2022,La Rioja,"Rioja, La",190169,654,817,12,71,734,85,0.0,6223,,30.0,183,,14440.0,24792,,0.0,11943,,343.9046321955734
2022,Galicia,Lugo,183328,449,612,20,69,523,132,2826.0,24375,0.0,0.0,1276,0.0,144574.0,51624,42170.0,0.0,0,0.0,244.91621574445804
2022,Madrid,Madrid,4190203,15086,19092,125,774,18193,793,9536.0,49979,,22245.0,72,,217883.0,9693,,0.0,13936,,360.03028970195476
2022,Andalucía,Málaga,1059748,4961,6649,60,238,6351,327,9716.0,24036,0.0,943.0,2252,0.0,114625.0,3559,8596.0,0.0,9831,0.0,468.13015924540554
2022,Murcia,Murcia,943793,3136,4350,59,288,4003,448,1670.0,36042,,9011.0,1128,,25120.0,13363,,0.0,7382,,332.2762512542475
2022,Navarra,Navarra,394803,788,983,37,145,801,242,23681.0,0,,2633.0,0,,354858.0,0,,1449.0,3966,,199.59321484385885
2022,Galicia,Orense,166930,433,539,14,57,468,91,4797.0,16803,0.0,207.0,944,0.0,97368.0,32217,185199.0,0.0,0,0.0,259.3901635416043
2022,Asturias,Asturias,587377,1762,2324,34,166,2124,238,7445.0,36374,,702.0,174,,42020.0,44814,,0.0,1981,,299.9776974583615
2022,Castilla y León,Palencia,92015,196,274,12,56,206,67,6205.0,19411,0.0,0.0,0,0.0,153148.0,24512,103508.0,0.0,0,0.0,213.00874857360213
2022,Canarias,"Palmas, Las",746744,2068,2783,31,140,2612,237,,0,14242.0,,0,7689.0,,0,177245.0,,0,0.0,276.9356030982505
2022,Galicia,Pontevedra,562605,1957,2714,27,176,2511,207,3897.0,10317,0.0,701.0,881,0.0,120765.0,31846,161684.0,2102.0,10436,0.0,347.8461798242106
2022,Castilla y León,Salamanca,187018,546,689,18,55,616,109,0.0,30537,0.0,0.0,783,0.0,12601.0,27072,230129.0,0.0,0,0.0,291.9505074377867
2022,Canarias,"Tenerife, S.C.",680052,2137,2946,37,274,2635,228,,0,14176.0,,0,4454.0,,0,199859.0,,0,0.0,314.2406757130337
2022,Cantabria,Cantabria,349478,1009,1369,21,113,1235,158,0.0,25336,,0.0,319,,198426.0,32493,,0.0,0,,288.7163140455193
2022,Castilla y León,Segovia,91843,296,423,17,36,370,76,6447.0,6488,0.0,62.0,0,0.0,77127.0,2370,122935.0,0.0,6693,0.0,322.2891238308853
2022,Andalucía,Sevilla,1196864,3983,5731,72,263,5396,465,15685.0,31487,0.0,4898.0,274,129.0,170657.0,13116,14501.0,0.0,0,0.0,332.78634832361905
2022,Castilla y León,Soria,51304,105,140,15,25,100,41,0.0,17506,0.0,0.0,242,0.0,89837.0,40182,188874.0,0.0,0,0.0,204.6624044908779
2022,Cataluña,Tarragona,498113,2189,2809,52,241,2516,236,2324.0,28029,0.0,2228.0,1237,81.0,106603.0,26311,10728.0,1107.0,0,0.0,439.4585164410486
2022,Aragón,Teruel,78748,227,299,7,48,244,83,0.0,14006,0.0,0.0,501,0.0,162821.0,5319,9750.0,0.0,0,0.0,288.2612891755981
2022,Castilla-La Mancha,Toledo,433338,880,1303,23,86,1194,315,14631.0,3804,0.0,0.0,1007,0.0,19234.0,37127,9600.0,0.0,1384,0.0,203.0747361182264
2022,C. Valenciana,Valencia,1593601,4771,6038,78,550,5410,631,4266.0,46469,0.0,11529.0,691,1075.0,67469.0,31937,17500.0,0.0,0,0.0,299.38485229364187
2022,Castilla y León,Valladolid,303867,790,1054,23,110,921,158,3981.0,26211,0.0,0.0,137,0.0,110016.0,26721,14350.0,0.0,0,0.0,259.98216324905303
2022,País Vasco,Vizcaya,680078,1883,2456,21,150,2285,127,,0,10451.0,,0,3962.0,,0,103687.0,,0,7233.0,276.88000494060975
2022,Castilla y León,Zamora,92999,202,290,21,46,223,84,0.0,33487,0.0,0.0,1569,0.0,113691.0,42294,15710.0,0.0,0,0.0,217.2066366305014
2022,Aragón,Zaragoza,576511,1589,2065,45,210,1810,249,0.0,40325,0.0,941.0,3611,315.0,204336.0,47143,101675.0,528.0,5491,0.0,275.62353537053065
2022,Ceuta,Ceuta,51147,257,366,1,10,355,9,0.0,0,,0.0,104,,2102.0,1519,,0.0,0,,502.47326333900327
2022,Melilla,Melilla,51380,300,386,4,15,367,13,0.0,0,,0.0,0,,1736.0,981,,0.0,0,,583.8847800700662
